Date,Time (hh:mm:ss),Latitude,Longitude,Heading (degrees),Flight Speed (Km/h),Altitude (meters),Temperature (celsius),Pressure (pascals)
22/06/2015,12:00:30,53.33004,-1.51076,160,27,3452,-10,66075
22/06/2015,12:00:36,53.32936,-1.51044,157,55,3422,-9.8,66307
22/06/2015,12:00:42,53.32888,-1.50986,158,29,3392,-9.6,66581
22/06/2015,12:00:48,53.32814,-1.50951,157,53,3363,-9.5,66812
22/06/2015,12:00:54,53.32747,-1.50882,144,50,3334,-9.2,67045
22/06/2015,12:01:00,53.32699,-1.50817,142,40,3307,-9,67301
22/06/2015,12:01:06,53.32654,-1.50787,170,33,3279,-8.9,67567
22/06/2015,12:01:12,53.32584,-1.50773,167,51,3250,-8.8,67792
22/06/2015,12:01:18,53.32518,-1.50709,141,46,3222,-8.5,68057
22/06/2015,12:01:24,53.32471,-1.50651,147,35,3193,-8.3,68302
22/06/2015,12:01:30,53.32412,-1.50639,174,50,3164,-8.1,68569
22/06/2015,12:01:36,53.32335,-1.50602,158,55,3134,-7.8,68783
22/06/2015,12:01:42,53.32275,-1.50539,142,42,3105,-7.6,69064
22/06/2015,12:01:48,53.32225,-1.50521,173,40,3075,-7.5,69340
22/06/2015,12:01:54,53.32158,-1.50507,173,44,3045,-7.3,69604
22/06/2015,12:02:00,53.32089,-1.50486,167,50,3016,-7,69862
22/06/2015,12:02:06,53.32017,-1.5045,165,48,2987,-6.8,70116
22/06/2015,12:02:12,53.31951,-1.50423,169,40,2958,-6.6,70371
22/06/2015,12:02:18,53.31909,-1.504,160,27,2929,-6.3,70626
22/06/2015,12:02:24,53.31852,-1.50382,169,42,2900,-6.1,70890
22/06/2015,12:02:30,53.31789,-1.50362,168,44,2871,-6,71145
22/06/2015,12:02:36,53.31725,-1.50302,142,46,2842,-5.8,71414
22/06/2015,12:02:42,53.31689,-1.50243,130,33,2813,-5.6,71672
22/06/2015,12:02:48,53.31658,-1.50204,169,25,2783,-5.4,71928
22/06/2015,12:02:54,53.3161,-1.50195,175,33,2753,-5.1,72187
22/06/2015,12:03:00,53.31551,-1.50149,142,42,2724,-5,72449
22/06/2015,12:03:06,53.3151,-1.50081,132,35,2695,-4.9,72734
22/06/2015,12:03:12,53.31478,-1.50047,160,24,2665,-4.7,73003
22/06/2015,12:03:18,53.31436,-1.50032,169,33,2637,-4.5,73265
22/06/2015,12:03:24,53.31391,-1.50015,166,27,2608,-4.3,73528
22/06/2015,12:03:30,53.31359,-1.49994,149,20,2580,-4.1,73782
22/06/2015,12:03:36,53.31333,-1.49962,139,22,2552,-4,74040
22/06/2015,12:03:42,53.31302,-1.49905,132,37,2524,-3.9,74284
22/06/2015,12:03:48,53.31244,-1.49843,154,46,2496,-3.8,74563
22/06/2015,12:03:54,53.31179,-1.49804,158,48,2469,-3.6,74822
22/06/2015,12:04:00,53.31119,-1.49738,141,46,2442,-3.4,75068
22/06/2015,12:04:06,53.31082,-1.49679,136,37,2414,-3.3,75314
22/06/2015,12:04:12,53.31038,-1.49597,139,44,2387,-3.2,75580
22/06/2015,12:04:18,53.30967,-1.49535,156,50,2359,-3.2,75842
22/06/2015,12:04:24,53.30903,-1.49503,171,38,2332,-3,76112
22/06/2015,12:04:30,53.30864,-1.49463,136,35,2304,-2.8,76357
22/06/2015,12:04:36,53.30813,-1.49385,138,46,2277,-2.6,76624
22/06/2015,12:04:42,53.30765,-1.49306,133,42,2250,-2.5,76870
22/06/2015,12:04:48,53.30712,-1.49222,138,50,2224,-2.3,77124
22/06/2015,12:04:54,53.30647,-1.49151,151,51,2198,-2.1,77398
22/06/2015,12:05:00,53.30582,-1.49096,156,48,2172,-2,77657
22/06/2015,12:05:06,53.30534,-1.49064,159,40,2147,-1.8,77898
22/06/2015,12:05:12,53.30483,-1.49014,143,35,2121,-1.6,78160
22/06/2015,12:05:18,53.30426,-1.4896,148,40,2095,-1.5,78397
22/06/2015,12:05:24,53.30376,-1.48903,148,38,2070,-1.3,78636
22/06/2015,12:05:30,53.30327,-1.48846,143,40,2045,-1.1,78890
22/06/2015,12:05:36,53.30278,-1.48779,144,38,2020,-0.9,79131
22/06/2015,12:05:42,53.30229,-1.48721,150,40,1994,-0.7,79383
22/06/2015,12:05:48,53.30181,-1.48663,136,38,1966,-0.6,79670
22/06/2015,12:05:54,53.30139,-1.48587,129,46,1938,-0.5,79959
22/06/2015,12:06:00,53.30083,-1.48507,140,53,1910,-0.5,80257
22/06/2015,12:06:06,53.30025,-1.48439,144,53,1884,-0.4,80543
22/06/2015,12:06:12,53.29957,-1.48368,158,44,1850,-0.3,80841
22/06/2015,12:06:18,53.29894,-1.48332,159,37,1824,-0.2,81101
22/06/2015,12:06:24,53.29838,-1.48298,159,38,1799,-0.1,81345
22/06/2015,12:06:30,53.29774,-1.48245,163,55,1770,-0.1,81653
22/06/2015,12:06:36,53.29715,-1.48223,162,37,1743,-0.1,81938
22/06/2015,12:06:42,53.29656,-1.48186,157,44,1715,0,82191
22/06/2015,12:06:48,53.2959,-1.48135,157,50,1687,0,82504
22/06/2015,12:06:54,53.29516,-1.48084,158,57,1659,0.1,82786
22/06/2015,12:07:00,53.29444,-1.48029,155,50,1633,0.2,83051
22/06/2015,12:07:06,53.29387,-1.47982,154,48,1608,0.3,83306
22/06/2015,12:07:12,53.2932,-1.47919,152,40,1582,0.5,83550
22/06/2015,12:07:18,53.29256,-1.47869,151,38,1554,0.6,83851
22/06/2015,12:07:24,53.29193,-1.47813,156,50,1530,0.8,84110
22/06/2015,12:07:30,53.2913,-1.47753,150,48,1506,1,84350
22/06/2015,12:07:36,53.29063,-1.47715,166,44,1482,1.2,84584
22/06/2015,12:07:42,53.29003,-1.47691,165,42,1458,1.4,84817
22/06/2015,12:07:48,53.28947,-1.47669,166,38,1436,1.6,85072
22/06/2015,12:07:54,53.28898,-1.47646,164,37,1412,1.8,85324
22/06/2015,12:08:00,53.28847,-1.47627,168,40,1389,2,85583
22/06/2015,12:08:06,53.28781,-1.47586,151,51,1366,2.1,85789
22/06/2015,12:08:12,53.28736,-1.47527,141,29,1344,2.2,86046
22/06/2015,12:08:18,53.28702,-1.47508,155,29,1322,2.3,86276
22/06/2015,12:08:24,53.28633,-1.47468,156,50,1299,2.6,86522
22/06/2015,12:08:30,53.28574,-1.47402,145,46,1277,2.7,86726
22/06/2015,12:08:36,53.28516,-1.47338,149,48,1254,2.8,86980
22/06/2015,12:08:42,53.28466,-1.47277,145,37,1232,3.1,87236
22/06/2015,12:08:48,53.28417,-1.47236,153,33,1211,3.3,87432
22/06/2015,12:08:54,53.28369,-1.47185,153,35,1190,3.3,87641
22/06/2015,12:09:00,53.28324,-1.47129,145,35,1170,3.3,87890
22/06/2015,12:09:06,53.28281,-1.47075,143,35,1148,3.5,88147
22/06/2015,12:09:12,53.28231,-1.47045,162,40,1128,3.6,88362
22/06/2015,12:09:18,53.28171,-1.46983,138,46,1106,3.8,88594
22/06/2015,12:09:24,53.28125,-1.46943,166,37,1085,4,88799
22/06/2015,12:09:30,53.28071,-1.46898,140,46,1068,4.1,89002
22/06/2015,12:09:36,53.28025,-1.46839,167,44,1043,4.1,89257
22/06/2015,12:09:42,53.2796,-1.46781,160,31,1021,4.3,89504
22/06/2015,12:09:48,53.27903,-1.46724,141,31,998,4.5,89731
22/06/2015,12:09:54,53.27841,-1.46673,142,55,978,4.6,89973
22/06/2015,12:10:00,53.27794,-1.46602,136,33,956,4.8,90232
22/06/2015,12:10:06,53.27757,-1.46562,149,29,932,5,90480
22/06/2015,12:10:12,53.27695,-1.46522,152,44,908,5.2,90741
22/06/2015,12:10:18,53.27637,-1.46454,134,48,886,5.5,90972
22/06/2015,12:10:24,53.27598,-1.4641,158,33,863,5.6,91246
22/06/2015,12:10:30,53.27537,-1.46357,151,48,839,5.9,91508
22/06/2015,12:10:36,53.27486,-1.46283,133,46,816,6.1,91762
22/06/2015,12:10:42,53.27441,-1.46209,135,38,793,6.4,92019
22/06/2015,12:10:48,53.274,-1.46168,158,37,769,6.6,92276
22/06/2015,12:10:54,53.2735,-1.46117,142,46,746,7,92537
22/06/2015,12:11:00,53.27295,-1.46064,152,38,722,7.3,92810
22/06/2015,12:11:06,53.27241,-1.46004,146,42,697,7.6,93062
22/06/2015,12:11:12,53.27201,-1.45934,139,29,675,7.7,93335
22/06/2015,12:11:18,53.27146,-1.45863,123,46,653,7.9,93565
22/06/2015,12:11:24,53.27107,-1.45806,147,42,631,8,93797
22/06/2015,12:11:30,53.27075,-1.45724,124,37,605,8.2,94126
22/06/2015,12:11:36,53.2705,-1.45654,131,35,580,8.5,94387
22/06/2015,12:11:42,53.27014,-1.45586,134,40,558,8.7,94642
22/06/2015,12:11:48,53.2698,-1.45494,109,42,536,9,94886
22/06/2015,12:11:54,53.26954,-1.45426,119,35,514,9.1,95142
22/06/2015,12:12:00,53.26922,-1.45361,127,33,490,9.3,95414
22/06/2015,12:12:06,53.26882,-1.45283,124,44,469,9.3,95655
22/06/2015,12:12:12,53.26855,-1.4519,111,33,447,9.5,95906
22/06/2015,12:12:18,53.26819,-1.45106,118,50,426,9.5,96126
22/06/2015,12:12:24,53.26789,-1.45019,132,46,402,9.6,96437
22/06/2015,12:12:30,53.26769,-1.44913,100,37,376,9.8,96749
22/06/2015,12:12:36,53.26747,-1.448,106,46,348,10,97075
22/06/2015,12:12:42,53.26718,-1.44716,127,48,316,10.1,97452
22/06/2015,12:12:48,53.26695,-1.44613,109,38,286,10.4,97779
22/06/2015,12:12:54,53.26664,-1.44534,126,42,256,10.6,98146
22/06/2015,12:13:00,53.2663,-1.44463,129,40,224,10.9,98479
22/06/2015,12:13:06,53.26588,-1.44361,122,46,197,11.1,98795
22/06/2015,12:13:12,53.26552,-1.44278,116,37,172,11.4,99077
22/06/2015,12:13:18,53.26523,-1.44226,141,38,148,11.8,99323
22/06/2015,12:13:24,53.26494,-1.44158,111,35,131,12.1,99537
22/06/2015,12:13:30,53.26476,-1.44095,102,33,111,12.5,99790
22/06/2015,12:13:36,53.26462,-1.44077,148,16,87,13.2,99990
22/06/2015,12:13:42,53.26462,-1.44077,0,0,79,14.2,99980
22/06/2015,12:13:48,53.26462,-1.44077,0,0,79,14.8,99971
22/06/2015,12:13:54,53.26462,-1.44077,0,0,79,15.4,99965
22/06/2015,12:14:00,53.26462,-1.44077,0,0,79,16,99957
22/06/2015,12:14:06,53.26462,-1.44077,0,0,79,16.5,99955
22/06/2015,12:14:12,53.26462,-1.44077,0,0,79,16.8,99960
22/06/2015,12:14:18,53.26462,-1.44077,0,0,79,17.1,99949
22/06/2015,12:14:24,53.26462,-1.44077,0,0,79,17.3,99953
22/06/2015,12:14:30,53.26462,-1.44077,0,0,79,17.5,99953
22/06/2015,12:14:36,53.26462,-1.44077,0,0,79,17.8,99950
22/06/2015,12:14:42,53.26462,-1.44077,0,0,79,18,99946
22/06/2015,12:14:48,53.26462,-1.44077,0,0,79,18.1,99939
22/06/2015,12:14:54,53.26462,-1.44077,0,0,79,18.4,99949
22/06/2015,12:15:00,53.26462,-1.44077,0,0,79,18.7,99941
