# Column 1: Channel -> ID
# Column 2: Spectral axis -> Gas velocity in km/s
# Column 3: Intensity axis -> Brightness temperature in K
#
#  Channel     Spectral axis    Intensity
 5.14000E+02   -7.17143E+01    1.05003E-01
 5.15000E+02   -7.08902E+01    1.49994E-02
 5.16000E+02   -7.00661E+01    2.75040E-02
 5.17000E+02   -6.92420E+01    6.00052E-02
 5.18000E+02   -6.84179E+01    2.24991E-02
 5.19000E+02   -6.75938E+01    2.50244E-03
 5.20000E+02   -6.67696E+01    5.75027E-02
 5.21000E+02   -6.59455E+01    8.75015E-02
 5.22000E+02   -6.51214E+01    5.50003E-02
 5.23000E+02   -6.42972E+01    1.02501E-01
 5.24000E+02   -6.34731E+01    1.49994E-02
 5.25000E+02   -6.26489E+01    1.75018E-02
 5.26000E+02   -6.18247E+01   -8.24966E-02
 5.27000E+02   -6.10006E+01    5.75027E-02
 5.28000E+02   -6.01764E+01    8.00018E-02
 5.29000E+02   -5.93522E+01    2.75040E-02
 5.30000E+02   -5.85281E+01   -1.99966E-02
 5.31000E+02   -5.77039E+01    1.12503E-01
 5.32000E+02   -5.68797E+01    4.00009E-02
 5.33000E+02   -5.60555E+01   -7.49969E-03
 5.34000E+02   -5.52313E+01    5.24979E-02
 5.35000E+02   -5.44071E+01    6.75049E-02
 5.36000E+02   -5.35829E+01    5.75027E-02
 5.37000E+02   -5.27587E+01    6.50024E-02
 5.38000E+02   -5.19345E+01    6.75049E-02
 5.39000E+02   -5.11103E+01    1.07498E-01
 5.40000E+02   -5.02861E+01    6.75049E-02
 5.41000E+02   -4.94618E+01    1.00021E-02
 5.42000E+02   -4.86376E+01    5.00488E-03
 5.43000E+02   -4.78134E+01    7.49969E-03
 5.44000E+02   -4.69891E+01    8.00018E-02
 5.45000E+02   -4.61649E+01    7.50046E-02
 5.46000E+02   -4.53406E+01    9.99985E-02
 5.47000E+02   -4.45164E+01    8.75015E-02
 5.48000E+02   -4.36921E+01    1.39999E-01
 5.49000E+02   -4.28679E+01    7.25021E-02
 5.50000E+02   -4.20436E+01    1.47499E-01
 5.51000E+02   -4.12193E+01    1.80000E-01
 5.52000E+02   -4.03951E+01    1.87500E-01
 5.53000E+02   -3.95708E+01    2.62505E-01
 5.54000E+02   -3.87465E+01    3.07503E-01
 5.55000E+02   -3.79222E+01    3.00003E-01
 5.56000E+02   -3.70979E+01    4.47502E-01
 5.57000E+02   -3.62736E+01    5.20004E-01
 5.58000E+02   -3.54493E+01    5.62500E-01
 5.59000E+02   -3.46250E+01    5.77499E-01
 5.60000E+02   -3.38007E+01    7.60002E-01
 5.61000E+02   -3.29764E+01    8.34999E-01
 5.62000E+02   -3.21521E+01    9.55002E-01
 5.63000E+02   -3.13277E+01    1.04250E+00
 5.64000E+02   -3.05034E+01    1.16500E+00
 5.65000E+02   -2.96791E+01    1.35000E+00
 5.66000E+02   -2.88547E+01    1.40250E+00
 5.67000E+02   -2.80304E+01    1.52000E+00
 5.68000E+02   -2.72060E+01    1.69000E+00
 5.69000E+02   -2.63817E+01    1.82500E+00
 5.70000E+02   -2.55573E+01    1.96000E+00
 5.71000E+02   -2.47330E+01    2.10000E+00
 5.72000E+02   -2.39086E+01    2.25250E+00
 5.73000E+02   -2.30842E+01    2.56001E+00
 5.74000E+02   -2.22598E+01    2.82000E+00
 5.75000E+02   -2.14355E+01    3.04000E+00
 5.76000E+02   -2.06111E+01    3.49751E+00
 5.77000E+02   -1.97867E+01    3.86000E+00
 5.78000E+02   -1.89623E+01    4.22000E+00
 5.79000E+02   -1.81379E+01    4.65250E+00
 5.80000E+02   -1.73135E+01    5.20000E+00
 5.81000E+02   -1.64891E+01    5.77250E+00
 5.82000E+02   -1.56647E+01    6.67750E+00
 5.83000E+02   -1.48403E+01    7.95250E+00
 5.84000E+02   -1.40158E+01    9.98000E+00
 5.85000E+02   -1.31914E+01    1.32125E+01
 5.86000E+02   -1.23670E+01    1.89075E+01
 5.87000E+02   -1.15426E+01    2.91600E+01
 5.88000E+02   -1.07181E+01    4.23250E+01
 5.89000E+02   -9.89367E+00    5.29025E+01
 5.90000E+02   -9.06922E+00    5.86325E+01
 5.91000E+02   -8.24477E+00    6.11575E+01
 5.92000E+02   -7.42031E+00    6.03700E+01
 5.93000E+02   -6.59585E+00    5.52525E+01
 5.94000E+02   -5.77139E+00    4.55375E+01
 5.95000E+02   -4.94692E+00    3.70925E+01
 5.96000E+02   -4.12244E+00    3.35475E+01
 5.97000E+02   -3.29796E+00    3.23850E+01
 5.98000E+02   -2.47348E+00    3.29750E+01
 5.99000E+02   -1.64899E+00    3.44900E+01
 6.00000E+02   -8.24495E-01    3.65175E+01
 6.01000E+02    2.38419E-06    3.86425E+01
 6.02000E+02    8.24505E-01    4.07250E+01
 6.03000E+02    1.64901E+00    4.26350E+01
 6.04000E+02    2.47352E+00    4.37200E+01
 6.05000E+02    3.29804E+00    4.26650E+01
 6.06000E+02    4.12256E+00    3.89400E+01
 6.07000E+02    4.94708E+00    2.86975E+01
 6.08000E+02    5.77161E+00    1.81550E+01
 6.09000E+02    6.59615E+00    1.32275E+01
 6.10000E+02    7.42069E+00    9.42750E+00
 6.11000E+02    8.24523E+00    6.37000E+00
 6.12000E+02    9.06978E+00    4.36750E+00
 6.13000E+02    9.89433E+00    3.35250E+00
 6.14000E+02    1.07189E+01    2.49000E+00
 6.15000E+02    1.15434E+01    1.96500E+00
 6.16000E+02    1.23680E+01    1.54750E+00
 6.17000E+02    1.31926E+01    1.28500E+00
 6.18000E+02    1.40172E+01    9.52499E-01
 6.19000E+02    1.48417E+01    8.12500E-01
 6.20000E+02    1.56663E+01    6.42502E-01
 6.21000E+02    1.64909E+01    6.47499E-01
 6.22000E+02    1.73155E+01    4.92500E-01
 6.23000E+02    1.81401E+01    4.32503E-01
 6.24000E+02    1.89647E+01    3.37502E-01
 6.25000E+02    1.97893E+01    3.25005E-01
 6.26000E+02    2.06139E+01    3.40004E-01
 6.27000E+02    2.14385E+01    3.47504E-01
 6.28000E+02    2.22632E+01    2.92503E-01
 6.29000E+02    2.30878E+01    1.82503E-01
 6.30000E+02    2.39124E+01    2.12502E-01
 6.31000E+02    2.47370E+01    2.20001E-01
 6.32000E+02    2.55617E+01    2.75002E-01
 6.33000E+02    2.63863E+01    1.42502E-01
 6.34000E+02    2.72110E+01    1.45004E-01
 6.35000E+02    2.80356E+01    1.97502E-01
 6.36000E+02    2.88603E+01    1.17500E-01
 6.37000E+02    2.96849E+01    1.39999E-01
 6.38000E+02    3.05096E+01    9.50012E-02
 6.39000E+02    3.13343E+01    5.75027E-02
 6.40000E+02    3.21590E+01    1.85005E-01
 6.41000E+02    3.29836E+01    1.30005E-01
 6.42000E+02    3.38083E+01    5.24979E-02
 6.43000E+02    3.46330E+01    1.30005E-01
 6.44000E+02    3.54577E+01    1.20003E-01
 6.45000E+02    3.62824E+01    1.22505E-01
 6.46000E+02    3.71071E+01    8.00018E-02
 6.47000E+02    3.79318E+01    1.72501E-01
 6.48000E+02    3.87565E+01    1.75003E-01
 6.49000E+02    3.95812E+01    8.25043E-02
 6.50000E+02    4.04059E+01    8.49991E-02
 6.51000E+02    4.12307E+01    1.14998E-01
 6.52000E+02    4.20554E+01    1.12503E-01
 6.53000E+02    4.28801E+01    8.00018E-02
 6.54000E+02    4.37049E+01   -4.99725E-03
 6.55000E+02    4.45296E+01    8.00018E-02
 6.56000E+02    4.53544E+01    8.49991E-02
 6.57000E+02    4.61791E+01    6.50024E-02
 6.58000E+02    4.70039E+01    9.75037E-02
 6.59000E+02    4.78286E+01    7.25021E-02
 6.60000E+02    4.86534E+01   -4.00009E-02
 6.61000E+02    4.94782E+01    3.74985E-02
 6.62000E+02    5.03029E+01    6.50024E-02
 6.63000E+02    5.11277E+01    2.00043E-02
 6.64000E+02    5.19525E+01    2.24991E-02
 6.65000E+02    5.27773E+01    2.50244E-03
 6.66000E+02    5.36021E+01    7.49969E-03
 6.67000E+02    5.44269E+01    5.00031E-02
 6.68000E+02    5.52517E+01    5.75027E-02
 6.69000E+02    5.60765E+01    2.00043E-02
 6.70000E+02    5.69013E+01    1.00021E-02
 6.71000E+02    5.77261E+01    3.74985E-02
 6.72000E+02    5.85509E+01    5.24979E-02
 6.73000E+02    5.93758E+01    1.25046E-02
 6.74000E+02    6.02006E+01    1.22505E-01
 6.75000E+02    6.10254E+01    1.32500E-01
 6.76000E+02    6.18503E+01    1.02501E-01
 6.77000E+02    6.26751E+01   -4.00009E-02
 6.78000E+02    6.35000E+01    5.50003E-02
 6.79000E+02    6.43248E+01    4.25034E-02
 6.80000E+02    6.51497E+01    7.74994E-02
 6.81000E+02    6.59745E+01    7.50046E-02
 6.82000E+02    6.67994E+01   -1.24969E-02
 6.83000E+02    6.76243E+01    2.00043E-02
 6.84000E+02    6.84491E+01    6.75049E-02
 6.85000E+02    6.92740E+01    2.75040E-02
 6.86000E+02    7.00989E+01   -2.24991E-02
 6.87000E+02    7.09238E+01    3.74985E-02
 6.88000E+02    7.17487E+01    3.50037E-02
 6.89000E+02    7.25736E+01    9.00040E-02
 6.90000E+02    7.33985E+01    5.00031E-02
 6.91000E+02    7.42234E+01    1.25046E-02
 6.92000E+02    7.50483E+01    2.99988E-02
 6.93000E+02    7.58732E+01   -1.99966E-02
 6.94000E+02    7.66981E+01    6.99997E-02
 6.95000E+02    7.75230E+01   -2.49481E-03
 6.96000E+02    7.83480E+01    7.74994E-02
 6.97000E+02    7.91729E+01   -4.99725E-03
 6.98000E+02    7.99978E+01    2.00043E-02
 6.99000E+02    8.08228E+01    6.25000E-02
 7.00000E+02    8.16477E+01    8.49991E-02
 7.01000E+02    8.24727E+01    4.25034E-02
 7.02000E+02    8.32976E+01    6.00052E-02
 7.03000E+02    8.41226E+01    0.00000E+00
 7.04000E+02    8.49476E+01    9.99985E-02
 7.05000E+02    8.57725E+01    1.25046E-02
 7.06000E+02    8.65975E+01    7.25021E-02
 7.07000E+02    8.74225E+01    1.25046E-02
 7.08000E+02    8.82475E+01    5.50003E-02
 7.09000E+02    8.90725E+01    3.25012E-02
 7.10000E+02    8.98975E+01    6.75049E-02
 7.11000E+02    9.07225E+01    1.00021E-02
 7.12000E+02    9.15475E+01   -1.99966E-02
 7.13000E+02    9.23725E+01   -4.24957E-02
 7.14000E+02    9.31975E+01    1.17500E-01
 7.15000E+02    9.40225E+01    4.25034E-02
 7.16000E+02    9.48475E+01    3.25012E-02
 7.17000E+02    9.56725E+01    5.75027E-02
 7.18000E+02    9.64976E+01    2.99988E-02
 7.19000E+02    9.73226E+01    1.49994E-02
 7.20000E+02    9.81476E+01    8.00018E-02
 7.21000E+02    9.89727E+01   -4.99725E-03
 7.22000E+02    9.97977E+01    1.49994E-02
 7.23000E+02    1.00623E+02   -3.49960E-02
 7.24000E+02    1.01448E+02    3.25012E-02
 7.25000E+02    1.02273E+02    2.24991E-02
 7.26000E+02    1.03098E+02    5.75027E-02
 7.27000E+02    1.03923E+02   -4.99725E-03
 7.28000E+02    1.04748E+02    2.24991E-02
 7.29000E+02    1.05573E+02   -7.49969E-03
 7.30000E+02    1.06398E+02    5.00488E-03
 7.31000E+02    1.07223E+02    1.49994E-02
 7.32000E+02    1.08048E+02    2.50015E-02
 7.33000E+02    1.08874E+02    2.24991E-02
 7.34000E+02    1.09699E+02    7.49969E-03
 7.35000E+02    1.10524E+02    1.25046E-02
 7.36000E+02    1.11349E+02    2.50244E-03
 7.37000E+02    1.12174E+02   -2.99988E-02
 7.38000E+02    1.12999E+02    3.25012E-02
 7.39000E+02    1.13824E+02    2.24991E-02
 7.40000E+02    1.14649E+02   -2.49481E-03
 7.41000E+02    1.15474E+02    2.99988E-02
 7.42000E+02    1.16300E+02   -5.24979E-02
 7.43000E+02    1.17125E+02   -5.99976E-02
 7.44000E+02    1.17950E+02    7.49969E-03
 7.45000E+02    1.18775E+02    4.49982E-02
 7.46000E+02    1.19600E+02    4.25034E-02
 7.47000E+02    1.20425E+02   -2.24991E-02
 7.48000E+02    1.21251E+02   -6.25000E-02
 7.49000E+02    1.22076E+02   -2.49481E-03
 7.50000E+02    1.22901E+02   -2.49481E-03
 7.51000E+02    1.23726E+02   -3.49960E-02
 7.52000E+02    1.24551E+02   -1.75018E-02
 7.53000E+02    1.25376E+02    2.50015E-02
 7.54000E+02    1.26202E+02   -1.75018E-02
 7.55000E+02    1.27027E+02   -3.25012E-02
 7.56000E+02    1.27852E+02    1.25046E-02
 7.57000E+02    1.28677E+02    6.00052E-02
 7.58000E+02    1.29502E+02   -3.49960E-02
 7.59000E+02    1.30328E+02   -1.24969E-02
 7.60000E+02    1.31153E+02    3.50037E-02
 7.61000E+02    1.31978E+02   -3.25012E-02
 7.62000E+02    1.32803E+02   -6.74973E-02
 7.63000E+02    1.33629E+02    5.00031E-02
 7.64000E+02    1.34454E+02   -1.24969E-02
 7.65000E+02    1.35279E+02    1.00021E-02
 7.66000E+02    1.36104E+02   -2.49481E-03
 7.67000E+02    1.36930E+02   -5.50003E-02
 7.68000E+02    1.37755E+02    1.25046E-02
 7.69000E+02    1.38580E+02   -5.74951E-02
 7.70000E+02    1.39405E+02    1.75018E-02
 7.71000E+02    1.40231E+02    1.75018E-02
 7.72000E+02    1.41056E+02   -4.00009E-02
 7.73000E+02    1.41881E+02    7.25021E-02
 7.74000E+02    1.42706E+02    4.25034E-02
 7.75000E+02    1.43532E+02   -7.49969E-03
 7.76000E+02    1.44357E+02    5.00488E-03
 7.77000E+02    1.45182E+02    3.50037E-02
 7.78000E+02    1.46008E+02    3.74985E-02
 7.79000E+02    1.46833E+02   -7.74994E-02
 7.80000E+02    1.47658E+02    3.74985E-02
 7.81000E+02    1.48484E+02   -6.49948E-02
 7.82000E+02    1.49309E+02    3.25012E-02
 7.83000E+02    1.50134E+02   -2.50015E-02
 7.84000E+02    1.50959E+02    3.25012E-02
 7.85000E+02    1.51785E+02    2.50244E-03
 7.86000E+02    1.52610E+02   -4.49982E-02
 7.87000E+02    1.53436E+02   -4.99725E-03
 7.88000E+02    1.54261E+02    4.49982E-02
 7.89000E+02    1.55086E+02    2.00043E-02
 7.90000E+02    1.55912E+02   -2.24991E-02
 7.91000E+02    1.56737E+02   -4.24957E-02
 7.92000E+02    1.57562E+02    2.00043E-02
 7.93000E+02    1.58388E+02   -3.25012E-02
 7.94000E+02    1.59213E+02   -2.49481E-03
 7.95000E+02    1.60038E+02    3.25012E-02
 7.96000E+02    1.60864E+02    2.00043E-02
 7.97000E+02    1.61689E+02   -2.99988E-02
 7.98000E+02    1.62515E+02    3.25012E-02
 7.99000E+02    1.63340E+02   -1.99966E-02
 8.00000E+02    1.64165E+02   -2.99988E-02
 8.01000E+02    1.64991E+02   -7.74994E-02
 8.02000E+02    1.65816E+02   -2.24991E-02
 8.03000E+02    1.66642E+02    1.75018E-02
 8.04000E+02    1.67467E+02   -2.99988E-02
 8.05000E+02    1.68292E+02   -3.49960E-02
 8.06000E+02    1.69118E+02   -3.74985E-02
 8.07000E+02    1.69943E+02   -4.24957E-02
 8.08000E+02    1.70769E+02   -6.74973E-02
 8.09000E+02    1.71594E+02   -3.25012E-02
 8.10000E+02    1.72420E+02    7.25021E-02
 8.11000E+02    1.73245E+02   -4.49982E-02
 8.12000E+02    1.74071E+02   -1.75018E-02
 8.13000E+02    1.74896E+02   -2.24991E-02
 8.14000E+02    1.75721E+02    5.50003E-02
 8.15000E+02    1.76547E+02   -8.24966E-02
 8.16000E+02    1.77372E+02   -5.50003E-02
 8.17000E+02    1.78198E+02    6.00052E-02
 8.18000E+02    1.79023E+02    7.49969E-03
 8.19000E+02    1.79849E+02   -2.24991E-02
 8.20000E+02    1.80674E+02   -2.50015E-02
 8.21000E+02    1.81500E+02    1.25046E-02
 8.22000E+02    1.82325E+02    2.75040E-02
 8.23000E+02    1.83151E+02    4.49982E-02
 8.24000E+02    1.83976E+02    7.74994E-02
 8.25000E+02    1.84802E+02   -7.49969E-03
 8.26000E+02    1.85627E+02   -4.24957E-02
 8.27000E+02    1.86453E+02    2.75040E-02
 8.28000E+02    1.87278E+02   -9.24988E-02
 8.29000E+02    1.88104E+02    0.00000E+00
 8.30000E+02    1.88929E+02    2.50015E-02
 8.31000E+02    1.89755E+02   -4.99725E-03
 8.32000E+02    1.90581E+02   -2.50015E-02
 8.33000E+02    1.91406E+02   -3.49960E-02
 8.34000E+02    1.92232E+02    5.00488E-03
 8.35000E+02    1.93057E+02    8.49991E-02
 8.36000E+02    1.93883E+02   -4.24957E-02
 8.37000E+02    1.94708E+02   -1.99966E-02
 8.38000E+02    1.95534E+02    5.00031E-02
 8.39000E+02    1.96360E+02    6.25000E-02
 8.40000E+02    1.97185E+02   -4.99725E-03
 8.41000E+02    1.98011E+02   -1.75018E-02
 8.42000E+02    1.98836E+02   -4.99725E-03
 8.43000E+02    1.99662E+02   -1.49994E-02
 8.44000E+02    2.00488E+02    2.00043E-02
 8.45000E+02    2.01313E+02    5.00488E-03
 8.46000E+02    2.02139E+02   -4.00009E-02
 8.47000E+02    2.02964E+02    2.24991E-02
 8.48000E+02    2.03790E+02    1.49994E-02
 8.49000E+02    2.04616E+02    8.00018E-02
 8.50000E+02    2.05441E+02   -7.49969E-03
 8.51000E+02    2.06267E+02    7.25021E-02
 8.52000E+02    2.07092E+02    2.75040E-02
 8.53000E+02    2.07918E+02    9.99985E-02
 8.54000E+02    2.08744E+02   -3.74985E-02
 8.55000E+02    2.09569E+02    6.99997E-02
 8.56000E+02    2.10395E+02    2.99988E-02
 8.57000E+02    2.11221E+02    6.00052E-02
 8.58000E+02    2.12046E+02   -9.50012E-02
 8.59000E+02    2.12872E+02   -2.74963E-02
 8.60000E+02    2.13698E+02   -1.00021E-02
 8.61000E+02    2.14523E+02   -7.49969E-02
 8.62000E+02    2.15349E+02    6.99997E-02
 8.63000E+02    2.16175E+02   -2.50015E-02
 8.64000E+02    2.17000E+02    5.00488E-03
 8.65000E+02    2.17826E+02    2.75040E-02
 8.66000E+02    2.18652E+02    2.00043E-02
 8.67000E+02    2.19478E+02    4.49982E-02
 8.68000E+02    2.20303E+02   -1.75018E-02
 8.69000E+02    2.21129E+02   -7.49969E-03
 8.70000E+02    2.21955E+02    4.00009E-02
 8.71000E+02    2.22780E+02   -2.99988E-02
 8.72000E+02    2.23606E+02   -6.74973E-02
 8.73000E+02    2.24432E+02    2.75040E-02
 8.74000E+02    2.25258E+02    5.00488E-03
 8.75000E+02    2.26083E+02    5.75027E-02
 8.76000E+02    2.26909E+02    5.24979E-02
 8.77000E+02    2.27735E+02    4.25034E-02
 8.78000E+02    2.28561E+02    9.24988E-02
 8.79000E+02    2.29386E+02   -8.24966E-02
 8.80000E+02    2.30212E+02    2.99988E-02
 8.81000E+02    2.31038E+02    9.24988E-02
 8.82000E+02    2.31864E+02    2.24991E-02
 8.83000E+02    2.32689E+02   -1.24969E-02
 8.84000E+02    2.33515E+02   -1.24969E-02
 8.85000E+02    2.34341E+02   -4.99725E-03
 8.86000E+02    2.35167E+02    2.24991E-02
 8.87000E+02    2.35993E+02    8.75015E-02
 8.88000E+02    2.36818E+02    3.74985E-02
 8.89000E+02    2.37644E+02   -4.75006E-02
 8.90000E+02    2.38470E+02    1.75018E-02
 8.91000E+02    2.39296E+02   -9.74960E-02
 8.92000E+02    2.40122E+02   -7.25021E-02
 8.93000E+02    2.40948E+02   -1.24969E-02
 8.94000E+02    2.41773E+02   -7.49969E-02
 8.95000E+02    2.42599E+02    3.74985E-02
 8.96000E+02    2.43425E+02    6.25000E-02
 8.97000E+02    2.44251E+02    4.75006E-02
 8.98000E+02    2.45077E+02    3.25012E-02
 8.99000E+02    2.45903E+02    2.24991E-02
 9.00000E+02    2.46728E+02    1.12503E-01
 9.01000E+02    2.47554E+02    8.00018E-02
 9.02000E+02    2.48380E+02   -5.50003E-02
 9.03000E+02    2.49206E+02   -4.99725E-03
 9.04000E+02    2.50032E+02    5.00488E-03
 9.05000E+02    2.50858E+02    1.00021E-02
 9.06000E+02    2.51684E+02    2.99988E-02
 9.07000E+02    2.52510E+02    2.50015E-02
 9.08000E+02    2.53335E+02   -7.49969E-03
 9.09000E+02    2.54161E+02    2.00043E-02
 9.10000E+02    2.54987E+02   -4.99954E-02
 9.11000E+02    2.55813E+02    1.49994E-02
 9.12000E+02    2.56639E+02    2.50244E-03
 9.13000E+02    2.57465E+02    2.50015E-02
 9.14000E+02    2.58291E+02   -3.49960E-02
 9.15000E+02    2.59117E+02   -2.24991E-02
 9.16000E+02    2.59943E+02    3.25012E-02
 9.17000E+02    2.60769E+02    7.50046E-02
 9.18000E+02    2.61595E+02    6.00052E-02
 9.19000E+02    2.62421E+02    2.75040E-02
 9.20000E+02    2.63246E+02    5.00031E-02
 9.21000E+02    2.64072E+02    1.75018E-02
 9.22000E+02    2.64898E+02   -2.24991E-02
 9.23000E+02    2.65724E+02   -1.24969E-02
 9.24000E+02    2.66550E+02   -4.24957E-02
 9.25000E+02    2.67376E+02   -1.75018E-02
 9.26000E+02    2.68202E+02   -4.99725E-03
 9.27000E+02    2.69028E+02   -7.74994E-02
 9.28000E+02    2.69854E+02    2.75040E-02
 9.29000E+02    2.70680E+02   -7.49969E-03
 9.30000E+02    2.71506E+02   -1.24969E-02
 9.31000E+02    2.72332E+02    1.00021E-02
 9.32000E+02    2.73158E+02   -1.75018E-02
 9.33000E+02    2.73984E+02   -2.24991E-02
 9.34000E+02    2.74810E+02    2.99988E-02
 9.35000E+02    2.75636E+02    1.75018E-02
 9.36000E+02    2.76462E+02   -2.49481E-03
 9.37000E+02    2.77288E+02    5.75027E-02
 9.38000E+02    2.78114E+02    1.25046E-02
 9.39000E+02    2.78940E+02   -1.00021E-02
 9.40000E+02    2.79766E+02    4.49982E-02
 9.41000E+02    2.80592E+02   -2.49481E-03
 9.42000E+02    2.81418E+02   -4.49982E-02
 9.43000E+02    2.82244E+02   -2.74963E-02
 9.44000E+02    2.83071E+02    6.75049E-02
 9.45000E+02    2.83897E+02    5.50003E-02
 9.46000E+02    2.84723E+02   -1.00021E-02
 9.47000E+02    2.85549E+02    2.99988E-02
 9.48000E+02    2.86375E+02    2.75040E-02
 9.49000E+02    2.87201E+02    1.25046E-02
 9.50000E+02    2.88027E+02   -1.50002E-01
 9.51000E+02    2.88853E+02   -2.24991E-02
 9.52000E+02    2.89679E+02    1.00021E-02
 9.53000E+02    2.90505E+02    3.25012E-02
 9.54000E+02    2.91331E+02    2.50015E-02
 9.55000E+02    2.92157E+02    5.50003E-02
 9.56000E+02    2.92984E+02   -1.75018E-02
 9.57000E+02    2.93810E+02    7.50046E-02
 9.58000E+02    2.94636E+02    1.00021E-02
 9.59000E+02    2.95462E+02    5.00488E-03
 9.60000E+02    2.96288E+02   -1.24969E-02
 9.61000E+02    2.97114E+02    2.24991E-02
 9.62000E+02    2.97940E+02   -2.24991E-02
 9.63000E+02    2.98766E+02    7.49969E-03
 9.64000E+02    2.99593E+02   -1.49994E-02
 9.65000E+02    3.00419E+02   -1.75018E-02
 9.66000E+02    3.01245E+02   -4.00009E-02
 9.67000E+02    3.02071E+02   -1.00021E-02
 9.68000E+02    3.02897E+02   -1.00021E-02
 9.69000E+02    3.03723E+02    8.25043E-02
 9.70000E+02    3.04550E+02    4.75006E-02
 9.71000E+02    3.05376E+02   -5.99976E-02
 9.72000E+02    3.06202E+02   -2.99988E-02
 9.73000E+02    3.07028E+02    2.50244E-03
 9.74000E+02    3.07854E+02    0.00000E+00
 9.75000E+02    3.08681E+02    5.75027E-02
 9.76000E+02    3.09507E+02   -1.00021E-02
 9.77000E+02    3.10333E+02    1.75018E-02
 9.78000E+02    3.11159E+02    1.30005E-01
 9.79000E+02    3.11985E+02    8.49991E-02
 9.80000E+02    3.12812E+02   -3.25012E-02
 9.81000E+02    3.13638E+02   -1.19995E-01
 9.82000E+02    3.14464E+02   -6.25000E-02
 9.83000E+02    3.15290E+02   -2.99988E-02
 9.84000E+02    3.16116E+02   -1.00021E-02
 9.85000E+02    3.16943E+02    0.00000E+00
 9.86000E+02    3.17769E+02    7.25021E-02
 9.87000E+02    3.18595E+02   -1.49994E-02
 9.88000E+02    3.19421E+02    4.49982E-02
 9.89000E+02    3.20248E+02   -2.49481E-03
 9.90000E+02    3.21074E+02    1.75018E-02
 9.91000E+02    3.21900E+02   -3.74985E-02
 9.92000E+02    3.22727E+02   -6.25000E-02
 9.93000E+02    3.23553E+02   -1.25000E-01
 9.94000E+02    3.24379E+02    5.00488E-03
 9.95000E+02    3.25205E+02   -6.74973E-02
 9.96000E+02    3.26032E+02   -2.74963E-02
 9.97000E+02    3.26858E+02   -4.99725E-03
 9.98000E+02    3.27684E+02    2.00043E-02
 9.99000E+02    3.28511E+02   -7.49969E-03
 1.00000E+03    3.29337E+02   -3.74985E-02
 1.00100E+03    3.30163E+02   -3.49960E-02
 1.00200E+03    3.30990E+02   -4.00009E-02
 1.00300E+03    3.31816E+02   -5.74951E-02
 1.00400E+03    3.32642E+02   -2.99988E-02
 1.00500E+03    3.33469E+02    7.25021E-02
 1.00600E+03    3.34295E+02   -6.74973E-02
 1.00700E+03    3.35121E+02    7.49969E-03
 1.00800E+03    3.35948E+02   -4.75006E-02
 1.00900E+03    3.36774E+02    4.49982E-02
 1.01000E+03    3.37600E+02    5.00031E-02
 1.01100E+03    3.38427E+02    1.00021E-02
 1.01200E+03    3.39253E+02    2.00043E-02
 1.01300E+03    3.40079E+02    6.25000E-02
 1.01400E+03    3.40906E+02   -4.75006E-02
 1.01500E+03    3.41732E+02   -2.49481E-03
 1.01600E+03    3.42559E+02    8.49991E-02
 1.01700E+03    3.43385E+02   -5.99976E-02
 1.01800E+03    3.44211E+02    1.00021E-02
 1.01900E+03    3.45038E+02    6.25000E-02
 1.02000E+03    3.45864E+02   -8.99963E-02
 1.02100E+03    3.46690E+02    1.00021E-02
 1.02200E+03    3.47517E+02    4.25034E-02
 1.02300E+03    3.48343E+02   -7.25021E-02
 1.02400E+03    3.49170E+02   -8.24966E-02
 1.02500E+03    3.49996E+02    2.99988E-02
 1.02600E+03    3.50823E+02   -4.99954E-02
 1.02700E+03    3.51649E+02   -5.50003E-02
 1.02800E+03    3.52475E+02   -6.25000E-02
 1.02900E+03    3.53302E+02    1.00021E-02
 1.03000E+03    3.54128E+02   -1.00021E-02
 1.03100E+03    3.54955E+02    6.75049E-02
 1.03200E+03    3.55781E+02    1.49994E-02
 1.03300E+03    3.56608E+02    7.49969E-03
 1.03400E+03    3.57434E+02    1.00021E-02
 1.03500E+03    3.58261E+02    5.75027E-02
 1.03600E+03    3.59087E+02   -9.99985E-02
 1.03700E+03    3.59914E+02    1.00021E-02
 1.03800E+03    3.60740E+02   -7.49969E-03
 1.03900E+03    3.61567E+02    5.00488E-03
 1.04000E+03    3.62393E+02    2.00043E-02
 1.04100E+03    3.63220E+02    7.49969E-03
 1.04200E+03    3.64046E+02   -1.75018E-02
 1.04300E+03    3.64873E+02    6.00052E-02
 1.04400E+03    3.65699E+02   -7.49969E-03
 1.04500E+03    3.66526E+02   -6.49948E-02
 1.04600E+03    3.67352E+02   -2.24991E-02
 1.04700E+03    3.68179E+02    1.75018E-02
 1.04800E+03    3.69005E+02   -1.75018E-02
 1.04900E+03    3.69832E+02    7.50046E-02
 1.05000E+03    3.70658E+02   -1.02501E-01
 1.05100E+03    3.71485E+02   -2.99988E-02
 1.05200E+03    3.72311E+02    1.49994E-02
 1.05300E+03    3.73138E+02   -6.74973E-02
 1.05400E+03    3.73964E+02   -7.49969E-03
 1.05500E+03    3.74791E+02    7.50046E-02
 1.05600E+03    3.75618E+02    2.99988E-02
 1.05700E+03    3.76444E+02    8.75015E-02
 1.05800E+03    3.77271E+02    5.24979E-02
 1.05900E+03    3.78097E+02   -2.49481E-03
